"project_id","deployment_id","subproject_name","subproject_design","placename","longitude","latitude","start_date","end_date","event_name","event_description","event_type","bait_type","bait_description","feature_type","feature_type_methodology","camera_id","quiet_period","camera_functioning","sensor_height","height_other","sensor_orientation","orientation_other","recorded_by","plot_treatment","plot_treatment_description","detection_distance"
"p258","SP34_d51723","Kinabalu Park",NA,"SP34",116.7,6.13,"2016-09-22 00:00:00","2017-03-09 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP34",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP47_d51720","Kinabalu Park",NA,"SP47",116.69,6.22,"2016-09-24 00:00:00","2017-03-11 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP47",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP31_d51728","Kinabalu Park",NA,"SP31",116.69,6.05,"2016-09-20 00:00:00","2017-03-07 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP31",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP48_d51721","Kinabalu Park",NA,"SP48",116.69,6.22,"2016-09-25 00:00:00","2017-03-11 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP48",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP37_d51724","Kinabalu Park",NA,"SP37",116.7,6.13,"2016-09-22 00:00:00","2017-03-09 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP37",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP38_d51725","Kinabalu Park",NA,"SP38",116.7,6.14,"2016-09-22 00:00:00","2017-03-09 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP38",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP39_d51726","Kinabalu Park",NA,"SP39",116.71,6.14,"2016-09-22 00:00:00","2017-03-09 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP39",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP32_d51729","Kinabalu Park",NA,"SP32",116.69,6.05,"2016-09-20 00:00:00","2017-03-07 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP32",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP33_d51730","Kinabalu Park",NA,"SP33",116.68,6.05,"2016-09-20 00:00:00","2017-03-07 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP33",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP35_d51731","Kinabalu Park",NA,"SP35",116.68,6.05,"2016-09-20 00:00:00","2017-03-07 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP35",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP40_d51733","Kinabalu Park",NA,"SP40",116.55,6.04,"2016-09-07 00:00:00","2017-02-22 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP40",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP46_d51737","Kinabalu Park",NA,"SP46",116.55,6.03,"2014-12-31 00:00:00","2017-02-22 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP46",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP42_d51735","Kinabalu Park",NA,"SP42",116.55,6.04,"2016-09-07 00:00:00","2017-02-22 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP42",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP36_d51732","Kinabalu Park",NA,"SP36",116.68,6.05,"2016-09-20 00:00:00","2017-03-07 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP36",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP41_d51734","Kinabalu Park",NA,"SP41",116.54,6.05,"2014-12-31 00:00:00","2017-02-22 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP41",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP01_d48018","Tawau Hills Park",NA,"SP01",117.87328,4.45461,"2016-05-05 00:00:00","2017-02-07 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP01",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP02_d48019","Tawau Hills Park",NA,"SP02",117.87794,4.45664,"2016-05-05 00:00:00","2017-02-07 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP02",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP06_d48021","Tawau Hills Park",NA,"SP06",117.87328,4.45461,"2016-05-05 00:00:00","2017-02-07 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP06",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP04_d48020","Tawau Hills Park",NA,"SP04",117.88672,4.45547,"2016-05-05 00:00:00","2017-02-07 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP04",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP08_d48023","Tawau Hills Park",NA,"SP08",117.89653,4.44822,"2016-05-05 00:00:00","2017-02-08 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP08",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP09_d48024","Tawau Hills Park",NA,"SP09",117.89383,4.44483,"2016-05-05 00:00:00","2017-02-10 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP09",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP10_d48025","Tawau Hills Park",NA,"SP10",117.89078,4.44203,"2016-05-05 00:00:00","2017-02-10 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP10",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP13_d48028","Tawau Hills Park",NA,"SP13",117.90311,4.42692,"2016-05-07 00:00:00","2017-02-11 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP13",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP14_d48029","Tawau Hills Park",NA,"SP14",117.90311,4.42692,"2016-05-07 00:00:00","2017-02-11 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP14",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",8
"p258","SP15_d48030","Tawau Hills Park",NA,"SP15",117.90483,4.41736,"2016-05-08 00:00:00","2017-02-11 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP15",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",8
"p258","SP16_d48031","Tawau Hills Park",NA,"SP16",117.9,4.41,"2000-01-01 00:00:00","2000-01-01 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP16",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP17_d48032","Tawau Hills Park",NA,"SP17",117.89,4.41,"2000-01-01 00:00:00","2000-01-01 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP17",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP18_d48033","Tawau Hills Park",NA,"SP18",117.89,4.4,"2016-05-08 00:00:00","2017-02-11 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP18",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP19_d48034","Tawau Hills Park",NA,"SP19",117.89,4.4,"2016-05-08 00:00:00","2017-02-11 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP19",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP21_d48035","Tawau Hills Park",NA,"SP21",117.98,4.45,"2016-05-11 00:00:00","2017-02-14 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP21",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP22_d48036","Tawau Hills Park",NA,"SP22",117.97,4.45,"2000-01-01 00:00:00","2000-01-01 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP22",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP23_d48037","Tawau Hills Park",NA,"SP23",117.98,4.45,"2016-05-11 00:00:00","2017-02-14 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP23",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP28_d48042","Tawau Hills Park",NA,"SP28",117.93,4.47,"2000-01-01 00:00:00","2000-01-01 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP28",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP24_d48038","Tawau Hills Park",NA,"SP24",117.99,4.45,"2016-05-11 00:00:00","2017-02-14 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP24",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP30_d48044","Tawau Hills Park",NA,"SP30",117.92,4.48,"2000-01-01 00:00:00","2000-01-01 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP30",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",15
"p258","SP04_d62230","Tambuyukon",NA,"SP04",116.67342,6.20831,"2019-02-28 00:00:00","2019-04-01 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP04",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP11_d62220","Tambuyukon",NA,"SP11",116.69231,6.21251,"2019-06-25 00:00:00","2019-06-27 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP11",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP08_d62208","Tambuyukon",NA,"SP08",116.73836,6.20579,"2019-02-26 00:00:00","2019-06-27 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP08",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP02_d62204","Tambuyukon",NA,"SP02",116.75111,6.20256,"2019-02-26 00:00:00","2019-04-20 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP02",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP14_d62215","Tambuyukon",NA,"SP14",116.71014,6.21603,"2019-02-27 00:00:00","2019-06-28 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP14",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP41_d62218","Tambuyukon",NA,"SP41",116.69662,6.21115,"2019-05-17 00:00:00","2019-06-05 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP41",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP28_d62227","Tambuyukon",NA,"SP28",116.67728,6.2103,"2019-02-28 00:00:00","2019-06-27 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP28",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP29_d62228","Tambuyukon",NA,"SP29",116.67552,6.2094,"2019-02-28 00:00:00","2019-06-01 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP29",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP25_d62212","Tambuyukon",NA,"SP25",116.72459,6.21234,"2019-05-11 00:00:00","2019-06-28 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP25",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP23_d62219","Tambuyukon",NA,"SP23",116.69426,6.2114,"2019-02-28 00:00:00","2019-03-27 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP23",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP21_d62231","Tambuyukon",NA,"SP21",116.67193,6.2072,"2019-02-28 00:00:00","2019-06-27 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP21",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP15_d62211","Tambuyukon",NA,"SP15",116.72778,6.21252,"2000-01-01 00:00:00","2000-01-01 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP15",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP17_d62214","Tambuyukon",NA,"SP17",116.7204,6.2128,"2019-02-26 00:00:00","2019-06-26 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP17",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP24_d62213","Tambuyukon",NA,"SP24",116.72233,6.21257,"2019-04-29 00:00:00","2019-06-28 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP24",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP16_d62232","Tambuyukon",NA,"SP16",116.71694,6.2134,"2019-03-01 00:00:00","2019-04-03 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP16",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP42_d62222","Tambuyukon",NA,"SP42",116.68752,6.21252,"2019-02-28 00:00:00","2019-04-24 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP42",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP18_d62225","Tambuyukon",NA,"SP18",116.68051,6.21158,"2019-02-28 00:00:00","2019-03-19 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP18",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP43_d62221","Tambuyukon",NA,"SP43",116.68984,6.21236,"2019-02-28 00:00:00","2019-06-27 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP43",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP26_d62205","Tambuyukon",NA,"SP26",116.7488,6.20311,"2019-02-26 00:00:00","2019-06-18 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP26",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
"p258","SP06_d62229","Tambuyukon",NA,"SP06",116.67461,6.20883,"2019-02-28 00:00:00","2019-04-20 00:00:00",NA,NA,NA,"None",NA,"None",NA,"SP06",0,"Camera Functioning","Knee height",NA,"Parallel","None","None","None","None",0
